2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,42,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,44,2,2,2,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,2,2,2,61,61,61,61,61,61,2,2,2,2,2,2,2,2,2,42,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,2,2,2,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,2,2,2,61,61,61,61,61,61,2,2,2,2,2,2,2,2,2,61,61,62,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,60,61,61
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,2,2,2,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,2,2,2,61,61,61,61,61,61,2,2,7,7,7,7,7,2,2,61,61,2,26,2,2,26,2,2,2,2,2,2,2,2,2,2,26,2,2,26,2,61,61
2,2,2,2,2,1,2,2,72,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,74,60,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,62,2,2,2,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,62,2,2,2,61,61,61,61,61,61,2,2,2,2,2,2,2,2,2,61,61,2,2,20,20,2,2,2,45,28,28,28,28,47,2,2,2,20,20,2,2,61,61
2,2,2,2,2,2,2,2,75,69,69,69,69,55,55,55,55,55,55,55,55,55,55,55,55,55,69,69,69,69,76,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,61,61,61,61,61,61,62,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,61,61,61,61,61,61,2,2,2,2,7,2,2,2,2,61,61,2,2,20,20,2,2,2,63,22,22,22,22,65,2,2,2,20,20,2,2,61,61
2,2,2,2,2,2,2,2,75,69,69,69,69,55,55,55,55,55,55,55,55,55,55,55,55,55,69,69,69,69,76,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,61,61,61,61,61,62,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,61,61,61,61,61,62,2,2,2,2,7,2,2,2,2,61,61,2,26,2,2,26,2,2,2,2,2,2,2,2,2,2,26,2,2,26,2,61,61
2,2,1,2,2,2,2,2,75,69,69,69,69,55,2,2,2,2,2,2,2,2,2,2,2,55,69,69,69,69,76,2,2,7,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,60,61,61,61,62,2,2,2,7,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,60,61,61,61,62,2,2,2,2,2,2,2,2,2,2,61,61,2,2,2,2,2,2,3,5,2,2,2,2,3,5,2,2,2,2,2,2,61,61
2,2,2,2,2,2,2,2,75,69,69,69,69,55,2,2,2,2,2,2,2,2,2,2,2,55,69,69,69,69,76,2,2,2,2,2,2,2,2,7,2,2,2,2,2,7,2,2,2,2,2,2,2,2,60,61,62,2,2,2,2,2,2,2,2,2,2,7,2,2,2,2,2,7,2,2,2,2,2,2,2,2,60,61,62,2,2,2,2,7,7,7,7,7,2,2,61,61,44,2,9,11,2,2,21,23,2,2,2,2,21,23,2,2,9,11,2,42,61,61
2,2,2,2,2,2,2,2,75,69,69,69,69,55,2,2,2,2,45,46,47,2,2,2,2,55,69,69,69,69,76,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,61,61,61,44,27,29,2,2,2,2,2,2,2,2,2,2,2,2,27,29,42,61,61,61
2,2,2,2,2,1,2,2,75,69,69,69,69,55,2,2,2,2,63,22,65,2,2,2,2,55,69,69,69,69,76,2,2,2,2,2,7,2,2,2,2,2,2,2,2,2,2,2,7,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,7,2,2,2,2,2,2,2,2,2,2,2,7,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,61,61,61,61,44,2,2,2,2,2,2,2,2,2,2,2,2,2,2,42,61,61,61,61
2,2,2,2,2,2,2,2,75,69,69,69,69,55,2,45,47,2,2,2,2,2,45,47,2,55,69,69,69,69,76,2,2,2,2,2,2,2,2,2,2,72,73,74,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,72,73,74,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,61,61,61,61,61,43,43,43,43,43,43,24,24,43,43,43,43,43,43,61,61,61,61,61
2,2,2,2,2,2,2,2,75,69,69,69,69,55,2,63,65,2,2,2,2,2,63,65,2,55,69,69,69,69,76,2,2,2,2,2,2,2,2,2,2,12,12,12,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,12,12,12,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,7,2,2,2,2,7,2,2,61,61,61,61,61,61,61,61,61,61,61,24,24,61,61,61,61,61,61,61,61,61,61,61
