-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,55,2,2,2,2,3,5,2,3,5,2,2,2,2,55,55,58,58,19,58,58,58,58,58,58,58,58,19,58,55
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,55,2,3,5,2,21,23,2,21,23,2,3,5,2,55,55,58,19,58,58,58,19,58,58,58,58,19,58,58,55
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,55,2,21,23,2,2,2,2,2,2,2,21,23,2,55,55,58,58,58,58,19,58,58,58,58,19,58,58,58,55
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,55,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,58,58,58,19,58,58,58,58,19,58,58,58,58,55
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,55,2,3,5,2,2,2,2,2,2,2,3,5,2,55,55,58,58,19,58,58,58,58,19,58,58,58,19,58,55
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,55,2,21,23,2,3,5,2,3,5,2,21,23,2,55,55,58,19,58,58,58,58,19,58,58,58,19,58,58,55
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,55,2,2,2,2,21,23,2,21,23,2,2,2,2,55,55,19,58,58,58,58,58,58,58,58,19,58,58,58,55
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,55,55,55,55,55,55,55,2,55,55,55,55,55,55,55,55,55,55,55,55,55,55,2,55,55,55,55,55,55,55
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,55,55,55,55,55,55,55,2,55,55,55,55,55,55,55,55,55,55,55,55,55,55,2,55,55,55,55,55,55,55
36,37,37,37,37,37,37,37,37,37,37,37,37,37,38,55,2,2,2,2,2,2,2,2,2,2,2,2,2,55,55,2,2,2,2,2,2,2,2,2,2,2,2,2,55
55,2,2,2,2,2,2,2,2,2,2,2,2,2,55,55,2,2,20,2,2,2,2,2,2,2,20,2,2,55,55,2,2,1,1,2,2,2,2,2,1,1,2,2,55
55,2,2,2,2,2,2,2,2,2,2,2,2,2,55,55,2,2,20,2,2,20,20,20,2,2,20,2,2,55,55,2,2,2,2,2,2,1,2,2,2,2,2,2,55
55,2,2,2,2,2,2,2,2,2,2,2,2,2,55,55,2,2,20,2,2,20,2,20,2,2,20,2,2,55,55,2,2,1,1,2,2,2,2,2,1,1,2,2,55
55,2,2,2,2,2,2,2,2,2,2,2,2,2,55,55,2,2,20,2,2,20,20,20,2,2,20,2,2,55,55,2,2,2,2,2,2,1,2,2,2,2,2,2,55
55,2,2,2,2,2,2,2,2,2,2,2,2,2,55,55,2,2,20,2,2,2,2,2,2,2,20,2,2,55,55,2,2,1,1,2,2,2,2,2,1,1,2,2,55
55,2,2,2,2,19,2,2,2,19,2,2,2,2,55,55,2,2,2,2,2,2,2,2,2,2,2,2,2,55,55,2,2,2,2,2,2,2,2,2,2,2,2,2,55
55,2,19,2,2,2,2,2,2,2,2,2,19,2,55,55,55,55,55,55,55,55,2,55,55,55,55,55,55,55,55,55,55,55,55,55,55,2,55,55,55,55,55,55,55
55,2,2,2,19,2,2,2,2,2,19,2,2,2,55,55,55,55,55,55,55,55,2,55,55,55,55,55,55,55,55,55,55,55,55,55,55,2,55,55,55,55,55,55,55
55,2,2,2,2,2,19,2,19,2,2,2,2,2,55,55,2,2,2,2,2,2,2,2,2,2,2,2,2,55,55,2,2,2,2,2,2,2,2,2,2,2,2,2,55
55,2,2,2,2,2,2,2,2,2,2,2,2,2,55,55,2,1,1,2,2,1,1,1,2,2,1,1,2,55,55,2,20,2,2,2,2,2,2,2,2,2,20,2,55
55,19,2,19,2,19,2,2,2,19,2,19,2,19,55,55,2,2,2,2,2,2,2,2,2,2,2,2,2,55,55,2,2,2,2,20,2,2,2,20,2,2,2,2,55
55,2,2,2,2,2,2,2,2,2,2,2,2,2,55,55,2,2,1,1,2,1,2,1,2,1,1,2,2,55,55,2,2,2,2,2,2,20,2,2,2,2,2,2,55
55,2,19,2,19,2,19,2,19,2,19,2,19,2,55,55,2,2,2,2,2,2,2,2,2,2,2,2,2,55,55,2,2,2,2,20,2,2,2,20,2,2,2,2,55
55,2,2,2,2,2,2,2,2,2,2,2,2,2,55,55,2,1,1,2,2,1,1,1,2,2,1,1,2,55,55,2,20,2,2,2,2,2,2,2,2,2,20,2,55
55,19,2,19,2,19,2,2,2,19,2,19,2,19,55,55,2,2,2,2,2,2,2,2,2,2,2,2,2,55,55,2,2,2,2,2,2,2,2,2,2,2,2,2,55
55,55,55,55,55,55,55,2,55,55,55,55,55,55,55,55,55,55,55,55,55,55,2,55,55,55,55,55,55,55,55,55,55,55,55,55,55,2,55,55,55,55,55,55,55
55,55,55,55,55,55,55,2,55,55,55,55,55,55,55,55,55,55,55,55,55,55,2,55,55,55,55,55,55,55,55,55,55,55,55,55,55,2,55,55,55,55,55,55,55
55,2,2,2,2,20,2,2,2,20,2,2,2,2,55,55,2,2,2,2,2,2,2,2,2,2,2,2,2,55,55,2,2,2,2,2,2,2,2,2,2,2,2,2,55
55,2,2,20,2,2,2,2,2,2,2,20,2,2,55,55,2,19,2,2,2,2,2,2,2,2,2,19,2,55,55,19,2,2,2,2,2,2,2,2,2,2,19,2,55
55,20,2,2,2,2,2,2,2,2,2,2,2,20,55,55,19,2,2,2,2,2,2,2,2,2,2,2,19,55,55,2,2,19,2,2,2,2,2,19,2,2,2,2,55
55,2,2,2,2,2,20,2,20,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,55,55,2,2,2,2,2,19,2,2,2,2,2,2,2,55
55,20,2,2,2,2,2,2,2,2,2,2,2,20,55,55,19,19,19,2,2,2,2,2,2,2,19,19,19,55,55,2,2,19,2,2,2,2,2,19,2,2,2,2,55
55,2,2,20,2,2,2,2,2,2,2,20,2,2,55,55,19,19,19,19,19,2,2,2,19,19,19,19,19,55,55,19,2,2,2,2,2,2,2,2,2,2,19,2,55
55,2,2,2,2,20,2,2,2,20,2,2,2,2,55,55,19,19,19,19,19,19,2,19,19,19,19,19,19,55,55,2,2,2,2,2,2,2,2,2,2,2,2,2,55
54,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,2,55,55,55,55,55,55,55
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,2,55,55,55,55,55,55,55
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,55,2,2,2,2,2,2,2,2,2,2,2,2,2,55,55,2,2,2,2,2,2,2,2,2,2,2,2,2,55
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,55,2,3,4,5,2,2,2,2,2,2,1,1,2,55,55,2,1,2,2,2,2,2,2,2,2,2,2,1,55
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,55,2,21,22,23,2,2,2,2,2,2,1,1,2,55,55,2,2,2,2,1,2,2,2,2,2,1,2,2,55
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,55,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,55
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,55,2,1,1,2,2,2,2,2,2,2,1,1,2,55,55,2,2,2,2,1,2,2,2,2,2,1,2,2,55
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,55,2,1,1,2,2,2,2,2,2,2,1,1,2,55,55,2,1,2,2,2,2,2,2,2,2,2,2,1,55
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,55,2,2,2,2,2,2,18,2,2,2,2,2,2,55,55,2,2,2,2,2,2,2,2,2,2,2,2,2,55
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,54,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55
