48,67,67,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143
67,12,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,143
67,14,31,31,14,14,14,14,14,14,31,31,14,14,31,31,14,14,14,14,14,14,31,31,14,14,31,31,14,14,14,14,14,14,31,31,14,14,31,31,14,14,14,14,14,14,31,31,14,143
67,14,31,31,14,14,14,14,14,14,31,31,14,14,31,31,14,14,14,14,14,14,31,31,14,14,31,31,14,14,14,14,14,14,31,31,14,14,31,31,14,14,14,14,14,14,31,31,14,143
67,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,143
67,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,143
67,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,143
67,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,143
67,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,143
67,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,143
67,14,31,31,14,14,14,14,14,14,31,31,14,14,31,31,14,14,14,14,14,14,31,31,14,14,31,31,14,14,14,14,14,14,31,31,14,14,31,31,14,14,14,14,14,14,31,31,14,143
67,14,31,31,14,14,14,14,14,14,31,31,14,14,31,31,14,14,14,14,14,14,31,31,14,14,31,31,14,14,14,14,14,14,31,31,14,14,31,31,14,14,14,14,14,14,31,31,14,143
67,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,143
67,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,143
67,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,143
67,14,31,31,14,14,14,14,14,14,31,31,14,14,31,31,14,14,14,14,14,14,31,31,14,14,31,31,14,14,14,14,14,14,31,31,14,14,31,31,14,14,14,14,14,14,31,31,14,143
67,14,31,31,14,14,14,14,14,14,31,31,14,14,31,31,14,14,14,14,14,14,31,31,14,14,31,31,14,14,14,14,14,14,31,31,14,14,31,31,14,14,14,14,14,14,31,31,14,143
67,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,143
67,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,143
67,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,143
67,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,143
67,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,143
67,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,143
67,14,31,31,14,14,14,14,14,14,31,31,14,14,31,31,14,14,14,14,14,14,31,31,14,14,31,31,14,14,14,14,14,14,31,31,14,14,31,31,14,14,14,14,14,14,31,31,14,143
67,14,31,31,14,14,14,14,14,14,31,31,14,14,31,31,14,14,14,14,14,14,31,31,14,14,31,31,14,14,14,14,14,14,31,31,14,14,31,31,14,14,14,14,14,14,31,31,14,143
