42,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,44,2,2
61,2,2,2,2,2,2,2,2,2,2,2,2,2,61,61,2,2,2,26,2,2,2,2,2,26,2,2,2,61,61,2,2,2,2,2,2,7,2,2,2,2,2,2,61,2,2
61,2,2,2,2,25,2,2,2,25,2,2,2,2,61,61,2,2,2,2,2,2,2,2,2,2,2,2,2,61,61,2,2,2,2,2,2,2,2,2,2,2,2,2,61,2,2
61,2,2,2,2,2,2,2,2,2,2,2,2,2,61,61,2,2,2,2,2,2,2,2,2,2,2,2,2,61,61,2,2,2,2,2,2,2,2,2,2,2,2,2,61,2,2
61,2,2,2,2,2,2,25,2,2,2,2,2,2,2,2,2,2,2,26,2,2,26,2,2,26,2,2,2,2,2,2,2,2,7,2,2,7,2,2,7,2,2,2,61,2,2
61,2,2,25,2,2,2,2,2,2,2,25,2,2,61,61,2,2,2,2,2,2,2,2,2,2,2,2,2,61,61,2,2,2,2,2,2,2,2,2,2,2,2,2,61,2,2
61,2,2,2,2,2,2,2,2,2,2,2,2,2,61,61,2,2,2,2,2,2,2,2,2,2,2,2,2,61,61,2,2,2,2,2,2,2,2,2,2,2,2,2,61,2,2
61,2,25,2,2,2,2,2,2,2,2,2,25,2,61,61,2,2,2,26,2,2,2,2,2,26,2,2,2,61,61,2,7,2,2,2,2,2,2,2,2,2,7,2,61,2,2
61,61,61,61,61,61,61,2,61,61,61,61,61,61,61,61,61,61,61,61,61,61,2,61,61,61,61,61,61,61,61,61,61,61,61,61,61,2,61,61,61,61,61,61,61,2,2
61,61,61,61,61,61,61,2,61,61,61,61,61,61,61,61,61,61,61,61,61,61,2,61,61,61,61,61,61,61,61,61,61,61,61,61,61,2,61,61,61,61,61,61,61,2,2
61,2,2,2,2,2,2,2,2,2,2,2,2,2,61,61,2,2,2,2,2,2,2,2,2,2,2,2,2,61,61,97,97,97,97,97,97,137,97,97,97,97,137,97,61,2,2
61,2,9,11,2,2,2,2,2,2,2,9,11,2,61,61,2,2,2,2,2,2,2,2,2,2,2,2,2,61,61,97,137,97,137,137,137,137,97,137,137,137,137,97,61,2,2
61,2,27,29,2,2,2,2,2,2,2,27,29,2,61,61,2,2,2,2,26,2,2,2,26,2,2,2,2,61,61,97,137,97,137,97,97,97,97,137,97,137,97,97,61,2,2
61,2,2,2,2,9,11,2,9,11,2,2,2,2,61,61,2,2,2,2,2,2,2,2,2,2,2,2,2,61,61,97,137,137,137,137,137,137,137,137,97,137,97,97,61,2,2
61,2,2,2,2,27,29,2,27,29,2,2,2,2,61,61,2,2,26,2,2,2,26,2,2,2,26,2,2,61,61,97,137,97,137,97,97,97,97,97,97,137,137,137,61,2,2
61,2,2,2,2,2,2,2,2,2,2,2,2,2,61,61,2,2,2,2,2,2,2,2,2,2,2,2,2,61,61,97,97,97,137,97,97,137,137,137,137,137,97,97,61,2,2
61,2,2,2,2,2,2,2,2,2,2,2,2,2,61,61,2,2,2,2,2,2,2,2,2,2,2,2,2,61,61,97,97,137,137,97,97,137,97,97,97,97,97,97,61,2,2
61,61,61,61,61,61,61,2,61,61,61,61,61,61,61,61,61,61,61,61,61,61,2,61,61,61,61,61,61,61,61,61,61,61,61,61,61,2,61,61,61,61,61,61,61,2,2
61,61,61,61,61,61,61,2,61,61,61,61,61,61,61,61,61,61,61,61,61,61,2,61,61,61,61,61,61,61,61,61,61,61,61,61,61,2,61,61,61,61,61,61,61,2,2
61,2,2,2,2,2,2,2,2,2,2,2,2,2,61,61,2,2,2,2,2,2,2,2,2,2,2,2,2,61,61,25,2,25,2,25,2,2,2,25,2,25,2,25,61,2,2
61,45,47,2,2,2,2,2,2,2,2,2,45,47,61,61,2,7,2,2,2,2,7,2,2,2,2,7,2,61,61,2,2,2,2,2,2,2,2,2,2,2,2,2,61,2,2
61,63,65,2,2,2,2,2,2,2,2,2,63,65,61,61,2,2,2,2,2,2,2,2,2,2,2,2,2,61,61,2,25,2,25,2,25,2,25,2,25,2,25,2,61,2,2
61,2,2,2,2,2,2,2,2,2,2,2,2,2,61,61,2,2,2,2,7,2,2,2,7,2,2,2,2,61,61,2,2,2,2,2,2,2,2,2,2,2,2,2,61,2,2
61,2,2,2,2,2,2,2,2,2,2,2,2,2,61,61,2,2,2,2,2,2,2,2,2,2,2,2,2,61,61,25,2,25,2,25,2,25,2,25,2,25,2,25,61,2,2
61,2,2,2,45,47,2,2,2,45,47,2,2,2,61,61,2,7,2,2,2,7,2,7,2,2,2,7,2,61,61,2,2,2,2,2,2,2,2,2,2,2,2,2,61,2,2
61,2,2,2,63,65,2,2,2,63,65,2,2,2,61,61,2,2,2,2,2,2,2,2,2,2,2,2,2,61,61,2,25,2,25,2,25,2,25,2,25,2,25,2,61,2,2
61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,2,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,2,61,61,61,61,61,2,2
61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,2,61,61,61,61,61,61,61,2,2,2,2,2,2,2,2,61,2,61,2,2,2,2,2,2
61,2,2,2,2,2,2,2,2,2,2,2,2,2,61,61,2,2,2,2,2,2,2,2,2,2,2,2,2,61,2,2,2,2,2,2,2,2,61,2,61,2,2,2,2,2,2
61,2,2,7,2,2,2,2,2,2,2,7,2,2,61,61,2,2,25,2,2,2,2,2,2,2,25,2,2,61,2,2,2,2,2,2,2,2,61,2,61,2,2,2,2,2,2
61,2,2,2,2,2,7,2,7,2,2,2,2,2,61,61,2,2,2,2,2,2,2,2,2,2,2,2,2,61,2,2,2,2,2,2,2,2,61,2,61,2,2,2,2,2,2
61,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,25,2,2,2,2,2,2,61,2,2,2,2,2,2,2,2,61,2,61,2,2,2,2,2,2
61,2,2,2,2,2,7,2,7,2,2,2,2,2,61,61,2,2,2,2,2,2,2,2,2,2,2,2,2,61,2,2,2,2,2,2,2,2,61,2,61,2,2,2,2,2,2
61,2,2,7,2,2,2,2,2,2,2,7,2,2,61,61,2,2,25,2,2,2,2,2,2,2,25,2,2,61,2,2,2,2,2,2,2,2,61,2,61,2,2,2,2,2,2
61,2,2,2,2,2,2,2,2,2,2,2,2,2,61,61,2,2,2,2,2,2,2,2,2,2,2,2,2,61,2,2,2,2,2,2,2,2,61,2,61,2,2,2,2,2,2
61,61,61,61,61,61,61,2,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,62,2,2,2,2,2,2,2,2,61,2,61,2,2,2,2,2,2
61,61,61,61,61,61,61,2,61,61,61,61,61,61,61,2,2,2,42,61,61,61,61,61,61,61,61,61,61,43,43,43,43,43,43,43,43,43,61,2,61,43,43,43,43,43,44
